rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2,34.86,-36.76,6.6,1,q1_q17_dr25_tce,6832,191,-287,3.851,0.35,-0.15,2.578,0.585,-1.086,297.76138,39.854195,13.293
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.21,-0.12,8.6,2,q1_q17_dr25_tce,5162,225,-204,4.605,0.03,-0.09,0.754,0.105,-0.065,295.06955,39.953491,14.603
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.22,-0.08,6.7,1,q1_q17_dr25_tce,5547,74,-83,4.521,0.019,-0.11,0.911,0.12,-0.038,291.52951,40.252918,13.521
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40925.32,28397.4,-30751.83,15.4,1,q1_q17_dr25_tce,6596,182,-228,3.913,0.39,-0.13,2.176,0.506,-1.012,301.70032,44.380005,11.513
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.22,1947.75,-854.12,1753.5,1,q1_q17_dr25_tce,7162,200,-300,4.185,0.105,-0.21,1.631,0.546,-0.294,295.23688,44.507671,13.251
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.25,282.59,-177.67,1614.7,1,q1_q17_dr25_tce,7355,228,-304,4.042,0.198,-0.162,1.984,0.533,-0.48,295.4758,44.62149,13.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.25,111.35,-40.68,10.7,1,q1_q17_dr25_tce,6478,160,-208,4.371,0.065,-0.195,1.188,0.37,-0.148,293.53033,44.832771,14.299
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.64,680.27,-366.24,2074.5,1,q1_q17_dr25_tce,6292,198,-242,4.256,0.185,-0.185,1.235,0.341,-0.248,296.17844,44.870342,13.438
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2082.67,1190,-580.89,12.3,1,q1_q17_dr25_tce,5427,162,-162,4.53,0.063,-0.117,0.808,0.147,-0.079,292.53809,41.206612,15.53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.86,140.34,-45,8.9,1,q1_q17_dr25_tce,5914,184,-205,4.483,0.054,-0.216,0.955,0.297,-0.099,285.23715,41.497532,15.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,1.36,-0.49,12.7,1,q1_q17_dr25_tce,6217,149,-204,4.364,0.09,-0.21,1.141,0.384,-0.153,288.62289,41.44548,13.079
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.06,542.52,-205.54,10.1,1,q1_q17_dr25_tce,5878,158,-176,4.426,0.087,-0.203,1.01,0.291,-0.125,298.13965,41.417229,14.255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458.09,2112.79,-1494.02,9.9,1,q1_q17_dr25_tce,6573,184,-253,4.01,0.27,-0.18,1.987,0.577,-0.641,289.71146,41.529713,13.79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,1.59,-0.52,19.4,2,q1_q17_dr25_tce,6289,174,-240,4.411,0.072,-0.217,1.093,0.379,-0.126,291.88229,49.748161,15.279
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4398.76,1549.62,-799.53,6.5,5,q1_q17_dr25_tce,6014,120,-132,4.486,0.024,-0.096,0.993,0.117,-0.054,289.7356,49.859787,8.777
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.96,278.41,-86.32,10,1,q1_q17_dr25_tce,6108,172,-193,4.466,0.042,-0.224,1.03,0.34,-0.113,296.14963,50.46661,13.723
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639.28,881.67,-1030.63,10,1,q1_q17_dr25_tce,6787,182,-202,3.762,0.285,-0.095,2.753,0.485,-0.971,290.87411,51.685181,12.43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.25,-0.14,6.8,1,q1_q17_dr25_tce,4987,151,-136,4.613,0.03,-0.07,0.727,0.086,-0.05,288.6127,51.770439,15.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.12,-0.09,8,1,q1_q17_dr25_tce,4829,144,-129,4.564,0.032,-0.048,0.794,0.046,-0.051,290.6962,49.066078,15.222
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.75,115.28,-124.24,13.7,1,q1_q17_dr25_tce,5216,172,-172,3.402,0.592,-0.197,4.303,1.102,-2.571,285.08685,49.36282,13.589
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.61,421.15,-137.56,15.2,2,q1_q17_dr25_tce,6398,157,-224,4.411,0.056,-0.21,1.101,0.37,-0.123,296.30197,50.672321,14.79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2,18.29,-9.65,44.7,2,q1_q17_dr25_tce,5211,181,-163,4.447,0.12,-0.18,0.895,0.186,-0.129,298.60788,46.453678,14.548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.42,10.24,-7.81,50.5,3,q1_q17_dr25_tce,5951,80,-80,4.017,0.033,-0.03,1.693,0.115,-0.094,282.97897,40.784351,12.119
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.87,53.1,-54.09,23.6,1,q1_q17_dr25_tce,5676,115,-104,4.1,0.203,-0.087,1.487,0.229,-0.344,295.92065,47.448608,13.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.15,-0.14,18,2,q1_q17_dr25_tce,4141,83,-91,4.684,0.022,-0.025,0.582,0.027,-0.03,293.61371,47.839001,15.847
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.92,47.97,-23.69,808.9,1,q1_q17_dr25_tce,6167,194,-237,4.299,0.149,-0.198,1.195,0.363,-0.242,295.9964,45.461231,14.053
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42120.85,16965.81,-33046.33,178,1,q1_q17_dr25_tce,7030,196,-364,3.65,0.451,-0.08,3.512,0.425,-1.699,300.56625,45.42445,13.632
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.48,667.68,-219.85,10.4,1,q1_q17_dr25_tce,6181,175,-218,4.474,0.054,-0.202,0.98,0.306,-0.102,293.65582,45.511108,14.886
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.08,-0.07,10.2,1,q1_q17_dr25_tce,5031,135,-150,4.644,0.06,-0.035,0.615,0.048,-0.048,288.43912,45.68721,15.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,2.4,-1.01,8.9,1,q1_q17_dr25_tce,6086,193,-214,4.36,0.108,-0.201,1.116,0.34,-0.183,295.22937,45.624889,15.055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.74,315.84,-137.33,7.4,2,q1_q17_dr25_tce,6293,150,-188,4.291,0.132,-0.198,1.213,0.378,-0.204,297.74451,48.693668,11.878
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.43,5.46,-4.8,10.8,1,q1_q17_dr25_tce,5216,141,-157,3.53,0.878,-0.234,3.207,1.101,-2.045,290.57559,48.785881,13.588
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.22,189.44,-58.93,7.9,1,q1_q17_dr25_tce,6386,173,-211,4.402,0.067,-0.216,1.123,0.389,-0.13,292.9603,48.7005,15.267
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50197.86,45033.63,-38839.04,4.4,1,q1_q17_dr25_tce,5180,145,-163,3.314,0.409,-0.22,4.717,1.431,-2.325,295.60391,48.718151,13.705
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5511.8,2152.51,-3613.23,10.5,1,q1_q17_dr25_tce,6619,180,-200,3.595,0.323,-0.057,3.41,0.401,-1.282,298.23053,48.794109,12.754
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72,2.71,-0.87,7.1,1,q1_q17_dr25_tce,6321,196,-239,4.417,0.052,-0.208,1.125,0.37,-0.123,287.72198,43.596432,15.934
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,2.78,-1.74,8.1,1,q1_q17_dr25_tce,6137,165,-184,4.286,0.16,-0.131,1.187,0.25,-0.205,284.69919,43.681171,12.218
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.65,3.18,-10.6,10.7,1,q1_q17_dr25_tce,4994,72,-182,3.002,0.033,-0.03,7.619,0.362,-2.051,291.10947,43.635181,13.971
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.52,-0.22,12.4,1,q1_q17_dr25_tce,5412,164,-164,4.513,0.05,-0.15,0.887,0.187,-0.08,294.85776,43.677929,15.264
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,1.04,-1.03,9.7,1,q1_q17_dr25_tce,5335,176,-128,3.973,0.48,-0.16,1.794,0.461,-0.922,280.33868,43.706039,12.101
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,1.09,-0.42,7.8,1,q1_q17_dr25_tce,6469,155,-214,4.359,0.072,-0.203,1.171,0.384,-0.165,296.98615,40.67511,13.803
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,0.76,-0.71,8.4,1,q1_q17_dr25_tce,5770,78,-78,4.2,0.176,-0.108,1.326,0.206,-0.252,296.78223,40.835541,14.217
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.83,45.22,-26.03,7.9,1,q1_q17_dr25_tce,5485,163,-147,4.5,0.117,-0.13,0.788,0.138,-0.101,282.96545,40.922619,13.413
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29,2.52,-1.94,7.7,1,q1_q17_dr25_tce,5119,153,-153,4.493,0.099,-0.121,0.827,0.096,-0.096,290.10568,41.13895,15.393
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1,-0.34,11.1,1,q1_q17_dr25_tce,6299,170,-226,4.486,0.054,-0.216,0.95,0.29,-0.097,290.4519,41.22551,14.619
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.3,-0.15,6.8,1,q1_q17_dr25_tce,5205,140,-155,4.648,0.028,-0.083,0.679,0.097,-0.048,288.43362,41.358391,15.917
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658.35,1431.25,-630.89,742.8,1,q1_q17_dr25_tce,5960,160,-196,4.371,0.124,-0.186,1.073,0.316,-0.17,289.74515,45.18716,15.187
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4657.05,4583.34,-2142.06,4129.6,1,q1_q17_dr25_tce,6988,194,-267,4.163,0.128,-0.192,1.649,0.55,-0.339,286.59497,45.69828,13.705
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.07,259.68,-318.65,2186,1,q1_q17_dr25_tce,5757,183,-183,3.672,0.323,-0.108,2.736,0.476,-1.11,300.12634,45.633549,12.732
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10412.56,3508.68,-7931.36,283.7,2,q1_q17_dr25_tce,8117,251,-334,3.748,0.442,-0.078,3.07,0.27,-1.44,295.82617,45.78764,14.005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.91,62.01,-56.77,9.3,1,q1_q17_dr25_tce,4201,127,-140,4.675,0.065,-0.025,0.566,0.049,-0.06,288.87769,46.059139,13.742
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.79,4688.98,-1822.99,9.8,1,q1_q17_dr25_tce,6268,174,-261,4.429,0.052,-0.195,1.1,0.335,-0.134,290.13007,41.5998,15.881
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.27,384.21,-130.76,9.8,1,q1_q17_dr25_tce,6046,163,-199,4.509,0.048,-0.192,0.927,0.263,-0.088,292.01721,41.562809,15.202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814.33,592.67,-518.34,15.1,1,q1_q17_dr25_tce,4796,172,-172,4.56,0.06,-0.035,0.749,0.055,-0.068,291.72198,41.842468,15.53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2298.2,2001.71,-798.07,9.4,1,q1_q17_dr25_tce,6418,179,-246,4.395,0.062,-0.188,1.171,0.345,-0.148,292.7066,41.894218,15.761
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823.9,1091.05,-1051.66,7,1,q1_q17_dr25_tce,6742,163,-204,3.925,0.273,-0.117,2.032,0.417,-0.626,294.48404,41.869171,12.691
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43,1.47,-0.85,8.3,1,q1_q17_dr25_tce,6299,149,-204,4.325,0.081,-0.15,1.262,0.263,-0.175,289.16815,39.829182,13.147
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6291.87,5921.72,-2099.15,384.6,1,q1_q17_dr25_tce,5941,187,-208,4.49,0.065,-0.208,0.924,0.286,-0.114,298.89563,40.28949,14.457
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.11,-0.38,13.7,1,q1_q17_dr25_tce,6089,193,-257,4.468,0.052,-0.208,1.024,0.324,-0.108,290.42435,41.183498,15.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808.13,1507.96,-768.96,9.1,1,q1_q17_dr25_tce,5860,158,-193,4.326,0.153,-0.187,1.13,0.321,-0.214,297.92798,42.310829,13.869
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93,4.02,-1.95,16,1,q1_q17_dr25_tce,4959,111,,3.155,0.03,-0.03,4.486,0.601,-0.3,296.18787,42.57666,12.883
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.1,30.65,-160.35,10.3,1,q1_q17_dr25_tce,5166,59,-239,3.12,0.036,-0.027,6.891,0.224,-2.129,289.09659,50.427181,11.765
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.14,-0.07,9.9,1,q1_q17_dr25_tce,5672,68,-85,4.503,0.015,-0.08,0.965,0.094,-0.036,288.97824,39.750259,13.942
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2368.31,1583.23,-836.95,11.6,3,q1_q17_dr25_tce,5440,162,-162,4.438,0.144,-0.192,0.885,0.193,-0.129,297.72427,43.527431,14.48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.43,56.7,-23.34,14.8,2,q1_q17_dr25_tce,5808,105,-128,4.522,0.03,-0.12,0.902,0.138,-0.046,292.61511,42.764252,10.158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.06,105.41,-40.9,17,2,q1_q17_dr25_tce,5704,169,-186,4.575,0.04,-0.16,0.804,0.194,-0.077,293.20453,45.435398,15.81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.73,98.1,-88.68,10.5,2,q1_q17_dr25_tce,5480,82,-74,4.26,0.18,-0.12,1.174,0.191,-0.234,290.57672,39.95689,15.017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.23,5.12,-4.07,22.6,1,q1_q17_dr25_tce,3891,70,-86,4.718,0.018,-0.042,0.564,0.035,-0.026,283.33606,47.174541,16.279
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.19,13.66,-6.88,6.7,1,q1_q17_dr25_tce,5299,159,-159,4.534,0.043,-0.119,0.848,0.138,-0.074,293.7041,45.892509,14.437
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.77,32.26,-10.25,8.2,1,q1_q17_dr25_tce,5880,159,-177,4.516,0.05,-0.2,0.891,0.274,-0.091,284.67227,45.97382,15.581
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.65,-0.21,8.2,1,q1_q17_dr25_tce,5882,158,-158,4.56,0.044,-0.187,0.833,0.223,-0.074,285.71143,45.920658,14.375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.17,210.39,-108.89,9.3,1,q1_q17_dr25_tce,5455,162,-162,4.421,0.144,-0.192,0.909,0.213,-0.142,300.38046,45.973549,14.525
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,6.29,-7.18,11.5,1,q1_q17_dr25_tce,5989,213,-192,3.764,0.568,-0.142,2.467,0.559,-1.396,293.68533,46.095737,11.663
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.06,843.82,-283.12,16.1,1,q1_q17_dr25_tce,6290,171,-190,4.527,0.034,-0.195,0.898,0.245,-0.082,288.14877,46.196911,14.652
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.7,-0.23,7.9,1,q1_q17_dr25_tce,6156,167,-186,4.563,0.035,-0.196,0.824,0.22,-0.073,291.45468,49.043289,14.44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.61,-0.29,10.3,1,q1_q17_dr25_tce,6032,163,-163,4.46,0.074,-0.147,0.949,0.191,-0.103,290.57971,49.18998,12.879
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.93,4.16,-5.35,11.2,1,q1_q17_dr25_tce,4951,51,-88,3.349,0.154,-0.112,4.342,0.657,-1.127,291.96802,49.115311,12.795
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,3.96,-1.21,7.9,1,q1_q17_dr25_tce,6218,173,-239,4.417,0.058,-0.232,1.131,0.409,-0.128,295.08365,49.170158,14.652
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.44,613.46,-412.98,9.1,1,q1_q17_dr25_tce,6738,189,-284,4.109,0.195,-0.175,1.692,0.485,-0.485,295.59012,49.198601,13.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.47,142.43,-53.51,9.2,1,q1_q17_dr25_tce,6214,152,-239,4.442,0.05,-0.2,1.076,0.313,-0.112,285.74564,49.238869,14.863
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.06,-0.06,8.3,1,q1_q17_dr25_tce,4393,117,-143,4.713,0.059,-0.032,0.526,0.036,-0.05,291.67062,43.814461,14.864
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3631.91,2958,-1154.43,73.3,1,q1_q17_dr25_tce,6014,189,-232,4.494,0.058,-0.173,0.958,0.255,-0.102,300.95416,43.991718,15.94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,1.1,-0.39,10.3,1,q1_q17_dr25_tce,6428,160,-208,4.457,0.065,-0.195,0.977,0.28,-0.1,289.4827,44.17889,14.056
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.51,-0.19,7.5,2,q1_q17_dr25_tce,5546,182,-182,4.575,0.04,-0.16,0.81,0.187,-0.067,294.57861,44.21526,15.916
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,q1_q17_dr25_tce,,,,,,,,,,301.6618,44.577499,14.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.02,66.72,-67.22,18.5,1,q1_q17_dr25_tce,4575,54,-75,2.592,0.136,-0.084,10.788,1.878,-2.504,300.58768,44.681862,12.184
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.1,-0.12,8,1,q1_q17_dr25_tce,3710,81,-89,4.797,0.054,-0.036,0.452,0.036,-0.053,282.90985,41.502739,15.901
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.45,-0.15,14.6,1,q1_q17_dr25_tce,5755,155,-173,4.588,0.04,-0.16,0.776,0.181,-0.06,288.81357,41.555119,15.048
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,2.11,-0.69,9.3,1,q1_q17_dr25_tce,6292,174,-240,4.426,0.054,-0.216,1.078,0.361,-0.12,289.32593,41.749939,15.16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.61,36.13,-21.98,6.6,1,q1_q17_dr25_tce,5860,177,-195,4.244,0.231,-0.189,1.197,0.328,-0.295,283.24283,42.028561,13.891
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,1.05,-0.35,28.5,1,q1_q17_dr25_tce,6047,190,-232,4.47,0.052,-0.208,1.002,0.302,-0.101,288.77316,42.137081,15.975
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,2.08,-0.73,7.9,1,q1_q17_dr25_tce,6129,193,-236,4.419,0.072,-0.217,1.055,0.358,-0.143,288.08368,42.676392,15.394
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23676.16,23849.25,-10301.81,14.2,1,q1_q17_dr25_tce,7257,230,-316,4.185,0.108,-0.201,1.631,0.54,-0.291,293.05569,46.342331,12.884
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8674.28,8029.9,-3338.83,598.4,1,q1_q17_dr25_tce,6679,160,-220,4.286,0.09,-0.195,1.326,0.429,-0.214,292.45786,46.43338,13.788
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.16,6.01,-7.25,3072.5,1,q1_q17_dr25_tce,4268,129,-142,4.602,0.052,-0.017,0.68,0.028,-0.057,286.81927,46.66478,14.117
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2096.92,1939.87,-616.41,16.4,1,q1_q17_dr25_tce,6108,171,-192,4.471,0.05,-0.2,0.997,0.312,-0.104,295.28735,46.75449,14.835
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.56,140.44,-49.31,8.1,1,q1_q17_dr25_tce,6534,158,-225,4.365,0.067,-0.202,1.199,0.373,-0.133,295.08221,46.941711,15.105
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.2,-0.13,9.5,1,q1_q17_dr25_tce,5232,156,-156,4.519,0.096,-0.168,0.777,0.126,-0.094,294.62714,41.933182,14.546
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044.18,888.94,-307.93,11.1,1,q1_q17_dr25_tce,5957,182,-223,4.498,0.046,-0.184,0.971,0.273,-0.091,291.85974,42.348701,15.634
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.44,93.51,-37.7,9.3,1,q1_q17_dr25_tce,5519,165,-149,4.59,0.043,-0.128,0.762,0.154,-0.066,297.8728,42.303291,14.81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12704.16,8298.21,-8742.69,20.8,1,q1_q17_dr25_tce,5500,181,-148,3.775,0.323,-0.108,2.491,0.511,-1.022,298.33722,42.432911,12.386
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10947554.55,3617132.59,-5362422.45,40.4,1,q1_q17_dr25_tce,3420,111,-91,0.269,0.255,-0.085,138.056,11.328,-33.983,291.18686,42.591022,11.476
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.37,2.79,-1.95,12,1,q1_q17_dr25_tce,6382,175,-194,4.115,0.28,-0.151,1.5,0.421,-0.463,291.54568,43.789879,13.954
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.55,-0.67,206.2,1,q1_q17_dr25_tce,6221,177,-243,4.294,0.112,-0.208,1.312,0.428,-0.23,284.72949,43.864216,13.922
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,1.65,-0.53,13.1,1,q1_q17_dr25_tce,6429,153,-211,4.404,0.068,-0.216,1.116,0.37,-0.123,295.16364,44.422211,14.324
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.6,-0.19,9.2,1,q1_q17_dr25_tce,5911,159,-177,4.53,0.05,-0.212,0.887,0.273,-0.091,287.10013,45.00631,15.152
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.35,-0.13,7.7,1,q1_q17_dr25_tce,5764,156,-156,4.548,0.04,-0.16,0.863,0.194,-0.069,290.36932,45.009258,15.975
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4570.22,4143.3,-1500.36,75.3,1,q1_q17_dr25_tce,6367,172,-211,4.419,0.065,-0.195,1.087,0.336,-0.134,288.7709,41.412571,15.485
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3388.82,1199.11,-1737.79,16.8,1,q1_q17_dr25_tce,6277,126,-113,3.728,0.218,-0.073,2.741,0.324,-0.757,283.45319,45.084141,11.801
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8505.97,5316.7,-4905.44,34.9,1,q1_q17_dr25_tce,6463,175,-175,3.959,0.287,-0.123,1.823,0.38,-0.57,291.30753,44.457619,12.709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.49,34.21,-34.26,38.3,1,q1_q17_dr25_tce,6007,81,-81,4.064,0.174,-0.101,1.759,0.297,-0.409,292.11945,44.657928,12.567
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.86,384.76,-138.32,17.6,1,q1_q17_dr25_tce,6218,194,-259,4.404,0.072,-0.217,1.072,0.366,-0.147,289.29266,40.270611,15.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.93,9.19,-2.92,17.8,1,q1_q17_dr25_tce,6161,193,-236,4.454,0.054,-0.216,1.053,0.357,-0.119,286.36157,42.963921,15.831
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.81,50.63,-19.5,7.5,1,q1_q17_dr25_tce,6311,151,-227,4.398,0.052,-0.195,1.172,0.353,-0.141,292.9418,46.193691,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4499.32,0,0,12.4,1,q1_q17_dr25_tce,5780,,,4.438,,,1,,,294.08633,46.131641,17.332
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6574.04,5356.26,-2175.84,21.8,1,q1_q17_dr25_tce,5887,146,-176,4.421,0.087,-0.203,1.001,0.283,-0.131,297.27579,46.132751,13.805
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.2,123.02,-124.33,9.9,1,q1_q17_dr25_tce,4327,152,-167,4.639,0.06,-0.024,0.614,0.044,-0.067,287.9549,46.298271,15.597
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,q1_q17_dr25_tce,,,,,,,,,,292.16595,46.227631,14.703
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.66,12.76,-10.17,11.8,1,q1_q17_dr25_tce,3745,122,-133,4.819,0.077,-0.056,0.427,0.06,-0.066,297.16284,46.27631,15.802
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.56,400.77,-127.23,8.1,1,q1_q17_dr25_tce,6063,190,-211,4.47,0.052,-0.208,1.001,0.318,-0.106,290.81824,49.30558,14.689
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63629.23,36040.94,-51500.22,13.5,1,q1_q17_dr25_tce,6762,214,-262,3.738,0.544,-0.096,2.637,0.464,-1.391,292.54663,49.543373,13.699
